0, 0.012282
1, 0.027902
2, 0.043599
3, 0.059369
4, 0.075209
5, 0.091115
6, 0.107084
7, 0.123109
8, 0.139188
9, 0.155314
10, 0.171482
11, 0.187688
12, 0.203924
13, 0.220185
14, 0.236464
15, 0.252755
16, 0.269051
17, 0.285344
18, 0.301629
19, 0.317896
20, 0.334139
21, 0.350349
22, 0.366519
23, 0.382641
24, 0.398706
25, 0.414706
26, 0.430633
27, 0.446478
28, 0.462232
29, 0.477888
30, 0.493436
31, 0.508869
32, 0.524177
33, 0.539352
34, 0.554386
35, 0.569270
36, 0.583996
37, 0.598556
38, 0.612942
39, 0.627146
40, 0.641160
41, 0.654977
42, 0.668589
43, 0.681990
44, 0.695172
45, 0.708129
46, 0.720853
47, 0.733340
48, 0.745582
49, 0.757574
50, 0.769310
51, 0.780786
52, 0.791996
53, 0.802935
54, 0.813599
55, 0.823984
56, 0.834086
57, 0.843901
58, 0.853426
59, 0.862658
60, 0.871594
61, 0.880232
62, 0.888568
63, 0.896602
64, 0.904331
65, 0.911753
66, 0.918868
67, 0.925675
68, 0.932171
69, 0.938357
70, 0.944233
71, 0.949798
72, 0.955051
73, 0.959993
74, 0.964624
75, 0.968945
76, 0.972956
77, 0.976657
78, 0.980050
79, 0.983134
80, 0.985913
81, 0.988385
82, 0.990553
83, 0.992418
84, 0.993981
85, 0.995243
86, 0.996207
87, 0.996872
88, 0.997242
89, 0.997316
90, 0.997098
91, 0.996588
92, 0.995788
93, 0.994700
94, 0.993326
95, 0.991666
96, 0.989722
97, 0.987497
98, 0.984991
99, 0.982207
100, 0.979145
101, 0.975807
102, 0.972196
103, 0.968311
104, 0.964155
105, 0.959730
106, 0.955036
107, 0.950075
108, 0.944848
109, 0.939357
110, 0.933603
111, 0.927588
112, 0.921313
113, 0.914779
114, 0.907988
115, 0.900941
116, 0.893639
117, 0.886084
118, 0.878277
119, 0.870220
120, 0.861914
121, 0.853360
122, 0.844560
123, 0.835516
124, 0.826229
125, 0.816700
126, 0.806932
127, 0.796926
128, 0.786683
129, 0.776207
130, 0.765498
131, 0.754558
132, 0.743391
133, 0.731996
134, 0.720378
135, 0.708539
136, 0.696480
137, 0.684203
138, 0.671713
139, 0.659011
140, 0.646100
141, 0.632984
142, 0.619664
143, 0.606144
144, 0.592427
145, 0.578517
146, 0.564417
147, 0.550131
148, 0.535661
149, 0.521013
150, 0.506189
151, 0.491193
152, 0.476031
153, 0.460705
154, 0.445221
155, 0.429582
156, 0.413794
157, 0.397860
158, 0.381785
159, 0.365575
160, 0.349235
161, 0.332768
162, 0.316181
163, 0.299479
164, 0.282666
165, 0.265749
166, 0.248733
167, 0.231623
168, 0.214425
169, 0.197145
170, 0.179788
171, 0.162360
172, 0.144868
173, 0.127317
174, 0.109713
175, 0.092063
176, 0.074372
177, 0.056646
178, 0.038892
179, 0.021116
180, 0.003324
181, -0.014477
182, -0.032282
183, -0.050083
184, -0.067875
185, -0.085652
186, -0.103406
187, -0.121132
188, -0.138824
189, -0.156474
190, -0.174077
191, -0.191627
192, -0.209117
193, -0.226541
194, -0.243893
195, -0.261167
196, -0.278356
197, -0.295455
198, -0.312457
199, -0.329357
200, -0.346149
201, -0.362826
202, -0.379384
203, -0.395815
204, -0.412116
205, -0.428279
206, -0.444300
207, -0.460173
208, -0.475893
209, -0.491455
210, -0.506852
211, -0.522081
212, -0.537136
213, -0.552012
214, -0.566704
215, -0.581208
216, -0.595519
217, -0.609633
218, -0.623544
219, -0.637249
220, -0.650743
221, -0.664022
222, -0.677083
223, -0.689921
224, -0.702532
225, -0.714912
226, -0.727059
227, -0.738968
228, -0.750637
229, -0.762061
230, -0.773237
231, -0.784163
232, -0.794836
233, -0.805253
234, -0.815410
235, -0.825305
236, -0.834937
237, -0.844301
238, -0.853397
239, -0.862221
240, -0.870773
241, -0.879048
242, -0.887047
243, -0.894767
244, -0.902206
245, -0.909362
246, -0.916235
247, -0.922823
248, -0.929125
249, -0.935139
250, -0.940864
251, -0.946300
252, -0.951446
253, -0.956300
254, -0.960862
255, -0.965132
256, -0.969109
257, -0.972792
258, -0.976181
259, -0.979277
260, -0.982078
261, -0.984585
262, -0.986798
263, -0.988717
264, -0.990341
265, -0.991672
266, -0.992710
267, -0.993455
268, -0.993907
269, -0.994067
270, -0.993936
271, -0.993514
272, -0.992803
273, -0.991802
274, -0.990513
275, -0.988937
276, -0.987074
277, -0.984927
278, -0.982495
279, -0.979781
280, -0.976785
281, -0.973509
282, -0.969953
283, -0.966120
284, -0.962011
285, -0.957627
286, -0.952970
287, -0.948042
288, -0.942843
289, -0.937376
290, -0.931643
291, -0.925645
292, -0.919383
293, -0.912860
294, -0.906078
295, -0.899038
296, -0.891743
297, -0.884194
298, -0.876392
299, -0.868341
300, -0.860043
301, -0.851498
302, -0.842710
303, -0.833680
304, -0.824411
305, -0.814904
306, -0.805162
307, -0.795187
308, -0.784980
309, -0.774545
310, -0.763884
311, -0.752998
312, -0.741890
313, -0.730563
314, -0.719017
315, -0.707257
316, -0.695283
317, -0.683098
318, -0.670705
319, -0.658106
320, -0.645303
321, -0.632298
322, -0.619094
323, -0.605692
324, -0.592096
325, -0.578308
326, -0.564329
327, -0.550163
328, -0.535811
329, -0.521276
330, -0.506560
331, -0.491665
332, -0.476594
333, -0.461349
334, -0.445932
335, -0.430346
336, -0.414593
337, -0.398674
338, -0.382593
339, -0.366352
340, -0.349952
341, -0.333396
342, -0.316687
343, -0.299826
344, -0.282816
345, -0.265659
346, -0.248357
347, -0.230912
348, -0.213326
349, -0.195602
350, -0.177742
351, -0.159748
352, -0.141622
353, -0.123366
354, -0.104982
355, -0.086473
356, -0.067839
357, -0.049085
358, -0.030210
359, -0.011218
